id;name;natural_rating;desciption;inci_name;rating;categories
304;Parafina p³ynna;2;"Parafina ciek³a to wysokorafinowany olej mineralny stosowany w kosmetyce i medycynie. Olej mineralny to klarowny, bezwonny olej pozyskiwany ze Ÿród³a mineralnego, zwykle destylatu ropy naftowej. Jest produktem ubocznym rafinacji ropy naftowej, który otrzymuje siê przy produkcji benzyny i innych produktów naftowych. Olej jest naturalnie wystêpuj¹c¹ ciecz¹ pozyskiwan¹ z ziemi, a po przerobieniu na ciek³¹ parafinê w niczym nie przypomina oryginalnego oleju.

Olej mineralny mo¿e byæ u¿ywany do ró¿nych celów, w tym jako œrodek przeczyszczaj¹cy, do przygotowywania ¿ywnoœci, a tak¿e do zastosowañ mechanicznych, elektrycznych i przemys³owych. Jednak ciek³a parafina to okreœlenie na wysoko rafinowany olej mineralny, który nadaje siê do pielêgnacji skóry, makija¿u, farmaceutyków, a nawet do spo¿ycia. To wa¿ne rozró¿nienie. Poniewa¿ niektóre kosmetyczki, które wyra¿aj¹ obawy dotycz¹ce p³ynnej parafiny, najczêœciej odnosz¹ siê do niemedycznego oleju mineralnego, który nie zosta³ odpowiednio rafinowany.
Dlaczego stosuje siê p³ynn¹ parafinê?

Po spotkaniu z p³ynn¹ parafin¹ w sk³adzie kremu lub balsamu wielu jest zagubionych. W koñcu parafina to termin, który zwykle kojarzy siê ze œwiecami i nie ma nic wspólnego z pielêgnacj¹ skóry. Jednak ten sk³adnik mo¿na znaleŸæ w kremach, balsamach, balsamach do ust, myd³ach, a nawet maœciach na egzemê. Co robi parafina ciek³a? A co wa¿niejsze, czy mo¿na bezpiecznie nak³adaæ na skórê?

Parafina p³ynna mo¿e byæ stosowana w ró¿nych stanach skóry, takich jak suchoœæ skóry, swêdzenie i egzema.
Sucha skóra

Ciek³¹ parafinê mo¿na zaliczyæ do emolientów okluzyjnych. Sk³adniki okluzyjne dzia³aj¹ tworz¹c na skórze film, który dzia³a jak wodoodporna bariera. Folia pomaga równie¿ zapobiegaæ parowaniu naturalnego nawil¿enia skóry. Z czasem zwiêksza to poziom nawil¿enia skóry, powoduj¹c gromadzenie siê wody w najwy¿szej warstwie skóry. Emolienty, takie jak ciek³a parafina, mog¹ byæ korzystne dla wszystkich rodzajów skóry, ale s¹ szczególnie korzystne dla osób o suchej, szorstkiej i / lub ³uszcz¹cej siê skórze. Emolienty mog¹ z³agodziæ te objawy, czyni¹c skórê miêkk¹ i g³adk¹.
Podra¿nienie

Oprócz nawil¿ania skóry, ciek³a parafina mo¿e pomóc w swêdzeniu, poniewa¿ okluzyjny film, który tworzy na powierzchni skóry, chroni przed czynnikami dra¿ni¹cymi ze œrodowiska, takimi jak alergeny, zanieczyszczenia i bakterie.
Wyprysk

Egzema lub zapalenie skóry to okreœlenie grupy chorób skóry charakteryzuj¹cych siê suchymi, swêdz¹cymi wysypkami. Wyprysk mo¿e byæ bardzo nieprzyjemny z powodu intensywnego swêdzenia zwi¹zanego z wysypk¹. Poniewa¿ ciek³a parafina zatrzymuje wilgoæ i pomaga zapobiegaæ swêdzeniu, sk³adnik ten jest równie¿ czêsto dodawany do kremów na egzemê. Wzmacniaj¹c naturaln¹ barierê wilgoci, parafina ciek³a mo¿e redukowaæ objawy tego stanu skóry.
Czy parafina ciek³a jest bezpieczna dla Twojej skóry?

W ostatnich latach p³ynny wosk parafinowy spotka³ siê z du¿¹ krytyk¹ i zosta³ uznany za szkodliwy dla skóry. Aby ustaliæ, czy parafina ciek³a jest bezpieczna dla skóry, przyjrzyjmy siê kilku najwa¿niejszym rozwa¿aniom dotycz¹cym parafiny p³ynnej.  aka jest krytyka Parrafin, jeœli chodzi o pielêgnacjê skóry?
Wilgoæ

Jedn¹ z krytyki p³ynnej parafiny jest to, ¿e w rzeczywistoœci nie nawil¿a ona skóry. Chocia¿ wzmocnienie naturalnej bariery wodnej skóry jest wa¿ne, wielu ekspertów w dziedzinie pielêgnacji skóry sugeruje, ¿e uczucie nawil¿enia wywo³ane przez p³ynn¹ parafinê jest myl¹ce.

Po na³o¿eniu produktu zawieraj¹cego p³ynn¹ parafinê skóra jest miêkka i jedwabista, a to dziêki olejowi mineralnemu, a nie samej teksturze skóry. Dlatego niektórzy twierdz¹, ¿e nawil¿aj¹cy efekt p³ynnej parafiny to tylko z³udzenie sensoryczne.

Ciek³a parafina z pewnoœci¹ sprawi, ¿e skóra bêdzie miêkka w dotyku, bariera, któr¹ tworzy na powierzchni skóry, pomaga zatrzymaæ wilgoæ. Jednak nie poprawia bezpoœrednio zawartoœci wilgoci i zrobi to tylko wtedy, gdy znajdzie siê na skórze, co zapewnia krótkotrwa³e korzyœci dla niektórych rodzajów skóry.
Rakotwórczoœæ

Poniewa¿ parafina ciek³a jest produkowana z ropy naftowej, wielu uwa¿a, ¿e ??parafina ciek³a jest zanieczyszczona 1,4-dioksanem. Ta substancja chemiczna zosta³a wymieniona jako prawdopodobny czynnik rakotwórczy przez Œwiatow¹ Organizacjê Zdrowia i Agencjê Ochrony Œrodowiska. Jednak wysokie wymagania stawiane s¹ parafinie p³ynnej, stosowanej w przemyœle kosmetycznym i farmaceutycznym. Musi przejœæ liczne etapy czyszczenia i testowania, zanim bêdzie móg³ zostaæ u¿yty w kosmetykach. Musi byæ w 99% czysty i ca³kowicie wolny od zanieczyszczeñ chemicznych, bakterii i œladów metali ciê¿kich. Ponadto, zgodnie z EWG Skin Deep Cosmetic Database, indeks zagro¿eñ parafinowych ma ocenê 1 – co jest najbezpieczniejsz¹ ocen¹, jak¹ mo¿e uzyskaæ sk³adnik.
Tr¹dzik

Uwa¿a siê, ¿e ciek³a parafina mo¿e zatykaæ pory i przyczyniaæ siê do rozwoju zaskórników, tr¹dziku i wyprysków. Niestety badania na ten temat nie s¹ wystarczaj¹co przekonuj¹ce. Ciek³a parafina i olej mineralny mog¹ pogorszyæ istniej¹ce problemy z tr¹dzikiem. Jednak zdecydowana wiêkszoœæ ludzi nie doœwiadczy tego rodzaju problemów.

W rzeczywistoœci w badaniu opublikowanym w Journal of Cosmetic Dermatology stwierdzono, ¿e olej mineralny klasy kosmetycznej nie zatyka porów, nie zatyka porów ani nie prowadzi do zaskórników i tr¹dziku. Jeœli masz historiê ciê¿kiego tr¹dziku, mo¿esz unikaæ p³ynnych parafinowych produktów do pielêgnacji skóry jako œrodka ostro¿noœci. ";PARAFFINUM LIQUIDUM (MINERAL OIL);2;{Emolient, Substancja zmiêkczaj¹ca}
305;Substancja zapachowa;2;Perfum - to „ka¿da naturalna lub syntetyczna substancja (lub substancje) u¿ywana wy³¹cznie w celu nadania zapachu produktowi kosmetycznemu”. Niemal ka¿dy drogeryjny produkt kosmetyczny zawiera sztuczne aromaty. Producenci nie musz¹ ujawniaæ, co tak naprawdê jest w ich zapachach, ale musz¹ podaæ listê alergenów, która siê oblicza na podstawie iloœci zapachu dodawanego do produktu gotowego (na przyk³ad LIMONENE, LINALOOL, GERANIOL, HEXYL CINNAMAL itp.).  Jako ten sk³adnik mo¿na stosowaæ zarówno naturalne, jak i syntetyczne sk³adniki, dlatego ten sk³adnik nie jest oceniany w naszym systemie. Producenci wykorzystuj¹ naturalne olejki eteryczne lub sk³adniki olejków eterycznych w certyfikowanych kosmetykach naturalnych. ;PARFUM, FRAGRANCE;2;{Substancja zapachowa}
306;Ekstrakt z owoców guarany;1;"Guarana to roœlina pochodz¹ca z Amazonii w Brazylii. Owoce roœliny s¹ podstaw¹ wielu produktów z guarany i zawieraj¹ kofeinê oraz inne minera³y. Chocia¿ ziarno jest mniej wiêcej tej samej wielkoœci co ziarno kawy, zawiera wielokrotnie wiêcej kofeiny w tej samej przestrzeni. Jeœli chodzi o Twoj¹ skórê, to fantastyczne w³aœciwoœci przeciwutleniaj¹ce nasiona wyró¿niaj¹ je.

Guarana zawiera wiele przeciwutleniaczy, w tym kofeinê, katechiny, teobrominê i teofilinê. Utlenione cz¹steczki w twoim systemie mog¹ prowadziæ do negatywnych skutków zdrowotnych, wiêc ka¿da substancja, która mo¿e je oczyœciæ, przynosi ulgê. Wed³ug badañ probówkowych, przeciwutleniacze zawarte w guarany mog¹ nawet zwalczaæ wzrost komórek rakowych.

Guarana mo¿e równie¿ utrzymywaæ koncentracjê, o czym œwiadczy jej zastosowanie w napojach energetycznych. Mo¿e równie¿ pomóc zwalczyæ objawy zmêczenia i d³u¿ej zachowaæ czujnoœæ.

Dziêki swoim w³aœciwoœciom antyoksydacyjnym guarana jest fantastycznym sk³adnikiem pielêgnacyjnym. Jeœli spojrzysz na etykiety niektórych swoich domowych produktów do pielêgnacji skóry, prawdopodobnie zobaczysz na nich guaranê. Naukowcy twierdz¹, ¿e to w³aœnie te przeciwutleniacze nadaj¹ guaranie jej s³ynne dzia³anie przeciwstarzeniowe.

Guarana pomaga równie¿ utrzymaæ w³osy w dobrej kondycji, aby wygl¹da³y lœni¹co i m³odzieñczo. Wszystkie zalety przeciwutleniaczy guarany i produktów do pielêgnacji skóry dotycz¹ równie¿ skóry g³owy. Usuniêcie utleniaczy ze skóry g³owy i skóry g³owy za pomoc¹ guarany oznacza w rezultacie zdrowsze, bardziej lœni¹ce w³osy. ";PAULLINIA CUPANA SEED EXTRACT;1;{Substancja aktywna, Ekstrakt}
307;PEG-10 phytosterol;2;PEG-10 phytosterol umo¿liwia powstanie emulsji oraz ³¹czenie fazy wodnej z faz¹ olejow¹. Zapobiega rozwarstwianiu faz w kosmetykach. Jest substancj¹ pianotwórcz¹, stabilizuje i poprawia jakoœæ piany. Pe³ni tak¿e funkcjê delikatnego detergentu. PEG-10 phytosterol jest to etoksylowana glikolem polietylenowym mieszanina fitosteroli pozyskiwanych z niezmydlonej frakcji oleju sojowego. Mo¿e byæ tak¿e wytwarzany syntetycznie. Jest sk³adnikiem w pe³ni bezpiecznym dla skóry.;PEG-10 PHYOSTEROL;2;{Emulgator}
308;Kwas stearynowy oksyetylenowany 100 molami tlenku etylenu;2;"??????? ???-100 ???????? ????? ??????????? ??????????? ????? (????? ?????????? ??? ??????????) ?? ??????????? ???????? ? ???????????? ???????????????? ?????. ??? ????? ????? ???? ????????????? ???????, ?????????? ????? ??????????? ???????? (?????? ???????) ? ?????? ??????. 

??????? ???-100 ? ???????? ???????????? ? ????????????? ?????????????? ? ???????? ??????????? ????????, ??????????? ? ???????????, ???? ? ????? ???????? ??? ????? ???????? ???, ??? ??????? ???? ? ??????, ??????? ???? ??????????? ? ?????? ? ??????, ??? ??? ?? ????? ?????.

? ???????? ??????????? ???????? ? ?????? ??????? ?? ????? ?? ????? ??????? ??????? PEG 100, ????? ???? ????? ????? ??????. ??? ??????????? ?? ???? ?????????? ??????? ??????? ???? ?? ???? ??????????? ??????? ???????? ???? ?? ??????????? ????, ??????? ????????????? ?????? ????? ? ??????????? ????? ??????????. ???? ??????????? ?????? ??????????? ?????????? ?????? ????, ???, ? ???? ???????, ?????? ???? ????? ?????? ? ???????? ?? ????????.

?????? ???????? ??? ????? ?? ????? ? ?????? ???????? ???????? PEG 100 Stearate ??-?? ??? ?????????????? ?????????? ??????? ? ????????????? ????????????. ????????, ??? ????????? ???????? ??? ????, ???????, ??????? ? ????? ??? ???? ???????? ???? ??????????.

";PEG-100 STEARATE;2;{Emulgator}
309;Oksyetylenowany 120 molami tlenku etylenu dioleinian metylo-D-glukopiranozydu;2;Naturalna pochodna glukozy pochodz¹cej z kukurydzy, która dzia³a jako wysoce skuteczny œrodek zagêszczaj¹cy w szamponach, ¿elach pod prysznic, preparatach do mycia twarzy i kosmetykach dla niemowl¹t. Szczególnie nadaje siê do uk³adów surfaktantów, które s¹ trudne do zagêszczenia. Nie podra¿nia oczu, dodatkowo niweluje podra¿nienia ca³ego preparatu. ;PEG-120 METHYL GLUCOSE DIOLEATE;2;{Detergent, Surfaktant, Emulgator}
310;oksyetylenowany monogliceryd;2; Zwiêksza przepuszczalnoœæ skóry. Koemulgator uk³adu olejowo-wodnego o wysokim wskaŸniku HLB (równowaga hydrofilowo-lipofilowa - wskaŸnik stabilnoœci kremu). Sk³adnik kondycjonuj¹cy. ;PEG-20 STEARATE;2;{Detergent, Surfaktant, Emulgator}
311;olioksyetylenowany 40 molami tlenku etylenu uwodorniony olej rycynowy;2;"Uwodorniony olej rycynowy PEG 40 jest pochodn¹ glikolu polietylenowego uwodornionego oleju rycynowego i jest lekko lepk¹ bursztynow¹ ciecz¹ o naturalnie t³ustym zapachu. Wed³ug badañ jest stosowany w kosmetykach i produktach kosmetycznych jako emulgator, œrodek powierzchniowo czynny i zapach.

Uwodorniony olej rycynowy PEG-40 jest rozpuszczalny zarówno w wodzie, jak iw oleju i by³ tradycyjnie stosowany do emulgowania i rozpuszczania preparatów typu olej w wodzie.

Jego pieni¹ce siê w³aœciwoœci sprawiaj¹, ¿e idealnie nadaje siê do stosowania w p³ynnych œrodkach myj¹cych, a jego w³aœciwoœci koj¹ce i zmiêkczaj¹ce sprawiaj¹, ¿e jest popularnym dodatkiem do nawil¿aczy i kosmetyków do pielêgnacji w³osów.

Jako œrodek powierzchniowo czynny, uwodorniony olej rycynowy pomaga zmniejszyæ napiêcie powierzchniowe miêdzy wieloma cieczami lub miêdzy cieczami a cia³ami sta³ymi.

W³aœciwoœci uwodornionego oleju rycynowego:

• Mieszanie niemieszaj¹cych siê sk³adników;
• Delikatnie oczyszcza i koi skórê twarzy i skóry g³owy;
• Tworzy pianê w produktach czyszcz¹cych;
• Utrzymuje przejrzystoœæ produktu;
• Zwiêksza rozprowadzalnoœæ produktu na skórze.

Dodatkowo wspomaga usuwanie t³uszczu z olejów i powoduje ich zawieszanie w cieczy. U³atwia to ich zmywanie i sprawia, ¿e ??sk³adnik jest bardziej popularny w produktach do mycia twarzy i cia³a.

Jako œrodek okluzyjny, uwodorniony olej rycynowy tworzy ochronn¹ warstwê nawil¿aj¹c¹ na powierzchni skóry, dzia³aj¹c jako bariera przed naturaln¹ utrat¹ wilgoci.

Uwodorniony olej rycynowy znajduje zastosowanie w produktach kosmetycznych takich jak myd³o w p³ynie, p³yn do mycia twarzy, ¿el pod prysznic, krem ??do twarzy, balsam, krem ??przeciws³oneczny, makija¿, maska ??do twarzy, peeling skóry, dezodorant, szampon, od¿ywka. ";PEG-40 HYDROGENATED CASTOR OIL;2;{Emulgator}
312;Polioksyetylenowany 7 molami tlenku etylenu monogliceryd kokosowy/ Kokonian glicerylu;2;"PEG-7 to bezbarwna ciecz o oleistej konsystencji i niskim specyficznym zapachu.

Kokos glicerylowy jest produktem syntetycznym. Bazuje na kwasach t³uszczowych z oleju kokosowego i glicerynie.
Dlaczego jest to przydatne:

Ogólne w³aœciwoœci kosmetyczne
Œrodek pieni¹cy - kokos glicerylowy tworzy gêst¹ i bogat¹ pianê. Emulgator to sk³adnik odpowiedzialny za mieszanie szerokiej gamy sk³adników. Zmiêkczacz - zmniejsza agresywne dzia³anie syntetycznych œrodków powierzchniowo czynnych i zwiêksza przepuszczalnoœæ skóry. Rozpuszczalnik - nadaje dowolnemu produktowi kosmetycznemu postaæ p³ynu, pasty lub helu. Solubilizator to sk³adnik, który mo¿e „zaprzyjaŸniæ siê” z wod¹ i olejem, tym samym ujawniaj¹c pe³niej korzystne w³aœciwoœci lecznicze i aromatyczne eterów. ";PEG-7 GLYCERYL COCOATE;1;{Detergent, Surfaktant, Emulgator}
313;Hydrolat geraniowy;1;"Hydrolat geraniowy pozyskiwany jest z kwiatów pelargonii pachn¹cej (Pelargonium graveolens). Jest doskona³ym produktem nawil¿aj¹cym oraz posiadaj¹cym w³aœciwoœci antyoksydacyjne dlatego polecany jest m.in. dla cery suchej i dojrza³ej.

Przede wszystkim znany jest ze swoich w³aœciwoœci przeciwtr¹dzikowych oraz ³agodz¹cych podra¿nienia. Reguluje pracê gruczo³ów ³ojowych. Odœwie¿a i koi zmêczon¹ skórê twarzy oraz dzia³a przeciwbakteryjnie oraz przeciwwirusowo. Szczególnie polecany dla cery t³ustej, ³ojotokowej oraz tr¹dzikowej. Zastosowany w kosmetykach do w³osów dzia³a przeciw³upie¿owo oraz ³agodzi stany zapalne skóry g³owy.

Poprawia kr¹¿enie krwi, wzmacnia i uszczelnia naczynia krwionoœne staj¹c siê przy tym znakomitym produktem dla cery naczynkowej. Dodatkowo reguluje gospodarkê p³ynami pomagaj¹c przy tym zwalczaæ cellulit.  

 

  

 
Zastosowanie:

    dodatek do toników oraz kremów przeciwstarzeniowych, dla cery tr¹dzikowej, ³ojotokowej oraz naczynkowej

    kosmetyki przeciw³upie¿owe (szampony, od¿ywki, p³ukanki)

    produkty antycellulitowe  

Mo¿na go  stosowaæ tak¿e bezpoœrednio na skórê jako tonik.";PELARGONIUM GRAVEOLENS FLOWER WATER;1;{Substancja aktywna, Hydrolat}
314;Glikol pentylenowy;2;"naturalny analog glikolu propylenowego, ale nie jest wytwarzany z produktów naftowych, ale z naturalnych materia³ów roœlinnych. Do jego produkcji u¿ywana jest kukurydza. Glikol pentylenowy poprawia w³aœciwoœci nawil¿aj¹ce kosmetyków, przeciwbakteryjne w³aœciwoœci konserwantów, a tak¿e s³u¿y jako rozpuszczalnik sk³adników lipofilowych (rozpuszczalnych w t³uszczach) i stabilizuje emulsjê. Zasób jest zatwierdzony przez ECOCERT i COSMOS. Nale¿y do sk³adników biodegradowalnych. Mo¿e byæ stosowany w kosmetykach ze znakami ECO i VEGAN.
Charakterystyka komponentu i cechy u¿ytkowania

Zastosowanie: rozpuszcza siê w wodzie i oleju, dziêki czemu mo¿na go wprowadziæ do fazy wodnej produktu, fazy t³uszczowej, a tak¿e do ciep³ej emulsji. S³u¿y równie¿ jako solubilizator sk³adników lipofilowych.

W³aœciwoœci: nie zawiera konserwantów, przeciwutleniaczy, substancji zapachowych, barwników itp. Nie testowany na zwierzêtach. Certyfikat Ecocert i Cosmos.

Przechowywanie: w suchym, ciemnym miejscu w szczelnie zamkniêtym opakowaniu. Chroniæ przed bezpoœrednim dzia³aniem promieni s³onecznych, wysok¹ wilgotnoœci¹ i ciep³em.
W³aœciwoœci glikolu pentylenowego w kosmetykach

Glikol pentylenowy wzmacnia dzia³anie sk³adników nawil¿aj¹cych. Nale¿y do grupy glikoli wielofunkcyjnych i zawiera dwie grupy alkoholowe OH oraz krótki ³añcuch wêglowy, dziêki czemu jest dobrze rozpuszczalny w wodzie. Ten sk³adnik aktywny jest w stanie przyci¹gaæ wilgoæ i zapewniaæ dodatkowe nawil¿enie skórze i w³osom, ponadto ma w³aœciwoœci zmiêkczaj¹ce. Wed³ug badañ ju¿ tylko 2% glikol pentylenowy zwiêksza dzia³anie nawil¿aj¹ce kremu o 25%. Pod wzglêdem w³aœciwoœci nawil¿aj¹cych glikol pentylenowy jest porównywalny z gliceryn¹.
glikol entylenowy stabilizuje emulsjê i poprawia jej czucie. Ten atut jest w stanie zmniejszyæ rozmiar cz¹stek o 60%, co zwiêksza stabilnoœæ systemu. Ponadto znacznie poprawia wra¿enia dotykowe kremów i innych kosmetyków oraz zmniejsza uczucie lepkoœci i t³ustoœci kremu.

Kolejn¹ fajn¹ w³aœciwoœci¹ glikolu pentylenowego jest to, ¿e wzmacnia dzia³anie konserwantów. Jest w stanie zwiêkszyæ aktywnoœæ przeciwdrobnoustrojow¹ konserwantów, dlatego podczas formu³owania kremu z glikolem pentylenowym mo¿na zmniejszyæ procent konserwantu. Nale¿y jednak pamiêtaæ, ¿e nie jest zbyt skuteczny przeciwko pleœni A. brasiliensis. Nale¿y pamiêtaæ, ¿e w³aœciwoœci przeciwdrobnoustrojowe glikolu pentylenowego sprawiaj¹, ¿e jest on dobrym atutem dla skóry objêtej stanem zapalnym z wypryskami i tr¹dzikiem. Stosowany jako konserwant w stê¿eniu co najmniej 5%.

Rozpuszczalnik aktywów t³uszczowych. Glikol pentylenowy umo¿liwia w³¹czenie substancji lipofilowych do kosmetyków bezolejowych: toników, balsamów, serum i wody micelarnej. Mo¿e byæ stosowany zarówno w wersji mono, jak i w po³¹czeniu z innymi rozpuszczalnikami (w tym przypadku nale¿y je braæ o po³owê mniej). ";PENTYLENE GLYCOL;1;{Humektant}
315;Ekstrakt z awokado;1;"Olej z awokado i jego ekstrakty s¹ bogate w kwasy t³uszczowe i witaminê E, o których wiadomo, ¿e poprawiaj¹ zdrowie skóry. W formu³ach do pielêgnacji skóry olej z awokado i ekstrakt z awokado od¿ywiaj¹, nawil¿aj¹ i zmiêkczaj¹ skórê.

Pochodz¹cy z mi¹¿szu owocu awokado, ten skoncentrowany ekstrakt przechodzi przez dok³adny proces filtracji i mieszania w celu zapewnienia wysokiej jakoœci. Ten koncentrat od¿ywczy jest bogaty w kwasy t³uszczowe, witaminê E i witaminê B.

Awokado jest niezwykle bogate w kwasy t³uszczowe i witaminê E, co skutkuje niesamowitym poziomem nawil¿enia skóry!

Inne zalety ekstraktu z awokado:

• £agodzi such¹, ³uszcz¹c¹ siê skórê;
• Utrzymuje skórê miêkk¹ i nawil¿on¹, promuj¹c zdrowy blask;
• Zmniejsza utratê wody przez powierzchniê skóry;
• Wspomaga zatrzymywanie wilgoci w skórze i w³osach;
• Nawil¿a, aby pomóc zwalczyæ przedwczesne oznaki starzenia;
• Nawil¿a podra¿nion¹, zaognion¹ skórê. ";PERSEA GRATISSIMA FRUIT EXTRACT;1;{Substancja aktywna, Ekstrakt}
316;Fenoksyetanol;3;Substancja fenoksyetanol jest stosowana w kosmetykach jako konserwant. Ten sk³adnik ma nie tylko dzia³anie antyseptyczne, ale tak¿e antybakteryjne na organizm. W kosmetyce zacz¹³ byæ aktywnie wykorzystywany jako bezpieczniejsza alternatywa dla parabenów. Fenoksyetanol nie jest wykorzystywany do produkcji ekologicznych i przyjaznych dla œrodowiska kosmetyków naturalnych. Nie zaleca siê jednak jego czêstego stosowania u niemowl¹t i dzieci do 3 roku ¿ycia, kobiet w ci¹¿y, osób z bardzo wra¿liw¹ skór¹, osób z chorobami skóry, na przyk³ad ³uszczyc¹ lub atopowym zapaleniem skóry.;PHENOXYETHANOL;3;{Konserwant}
317;Hydrolat z sosny zwyczajnej;1;"W³aœciwoœci hydrolatu sosnowego

    Hydrolat sosnowy zawiera organiczne i naturalne sk³adniki, które ³agodz¹ podra¿nion¹ skórê;
    Hydrolat sosnowy u¿ywam do tworzenia kosmetyków na ³upie¿ i ³ojotok. Delikatnie myje i pielêgnuje skórê g³owy;
    Dziêki zawartym w sk³adzie hydrolatu sk³adnikom biologicznie czynnym dzia³a jako naturalny œrodek antyseptyczny, a tak¿e przeciwgrzybiczy i odœwie¿aj¹cy;
    W hydrolacie sosnowym nie ma alkoholu;
    U¿ywaj¹c wody z kwiatów sosny w tworzeniu kosmetyków, mo¿esz uzyskaæ doskona³y œrodek do drena¿u limfatycznego na cellulit;
    Hydrolat nadaje siê do delikatnej skóry, chroni przed wysuszeniem komórek, usprawnia z³uszczanie martwych cz¹stek, tym samym przed³u¿aj¹c jej m³odoœæ;
    Kosmetolodzy polecaj¹ ten hydrolat jako sk³adnik od¿ywczy do w³osów, dziêki któremu staj¹ siê mocniejsze i bardziej lœni¹ce;
    Hydrolat sosnowy nie powoduje reakcji alergicznych na skórze, biezpieczny do stosowania w  kosmetykach dzieciêcych; Zastosowanie hydrolatu sosnowego w kosmetyce

    Stosowany w maskach na twarz, mo¿na nasycaæ glinkê hydrolatem;
    Jest szeroko stosowany w profilaktyce i odbudowie uk³adu nerwowego;
    Toniki i mleczko do demakija¿u – hydrolat delikatnie oczyszcza skórê, nie podra¿niaj¹c jej;
    Spraye do odœwie¿ania skóry w czasie upa³ów, a tak¿e odœwie¿acz i dezynfekcja jamy ustnej;
    Pianki do golenia i p³yny po goleniu – dla ukojenia skóry podra¿nionej brzytw¹;
    Kosmetyki u¿ytku codziennego - szampony, od¿ywki, toniki, serum;
    Perfumy - naturalny zapach sosnowego lasu sprawi, ¿e Twoje perfumy bêd¹ oryginalne;
    Hydrolat sosnowy stosowany jest w kosmetykach do wzmocnienia i na porost paznokci.";PINUS SYLVESTRIS LEAF WATER;1;{Hydrolat, Substancja aktywna}
318;Piroctone Olamine;3;Bia³y proszek. £atwo rozpuszczalny w wodnych roztworach œrodków powierzchniowo czynnych i alkoholi. Posiada w³aœciwoœci bakteriostatyczne i grzybobójcze, jest szczególnie skuteczny wobec lipofilnych grzybów dro¿d¿opodobnych Pityrosporum ovale (Malassezia furfur), których przerost zwi¹zany jest z ³upie¿em i innymi p³atkami skóry g³owy. Zmniejsza aktywnoœæ gruczo³ów ³ojowych. Stosowany w klarownych i kryj¹cych szamponach przeciw³upie¿owych.;PIROCTONE OLAMINE;2;{Konserwant, Substancja aktywna}
319;Ekstrakt z babki lancetowatej;1;"Babka lancetowata to roœlina wieloletnia, która roœnie prawie na ca³ym œwiecie. Przez dziesiêciolecia zielarze uwa¿ali go za przydatny œrodek na kaszel, rany, ból skóry i zapalenie skóry.

Liœcie babki lancetowatej s¹ u¿ywane prawie na ca³ym œwiecie jako œrodek œci¹gaj¹cy, a tak¿e w leczeniu ran, uk¹szeñ owadów, oparzeñ s³onecznych, chorób skóry, podra¿nieñ oczu, stanów zapalnych jamy ustnej i gard³a.

W³aœciwoœci liœci babki:

• Tonowanie. Babka mo¿e zminimalizowaæ pojawianie siê porów i „siniaków” pod oczami;

• Delikatna pielêgnacja. Nadaje siê do skóry wra¿liwej;

• Uspokajaj¹cy. Babka od dawna jest u¿ywana do ³agodzenia uk¹szeñ owadów i ³agodzenia swêdzenia skóry;

• Nawil¿aj¹cy. Wiadomo, ¿e w po³¹czeniu z w³aœciwoœciami oczyszczaj¹cymi, babki lancetowate pomagaj¹ g³êboko nawil¿yæ skórê.

Inne korzystne w³aœciwoœci mo¿na znaleŸæ w liœciach babki lancetowatej, w tym gojenie ran, dzia³anie przeciwzapalne, przeciwbólowe, przeciwutleniaj¹ce, antybiotyczne i immunomoduluj¹ce. Innymi s³owy, to zio³o jest klejnotem do pielêgnacji skóry.

W nowoczesnej zio³olecznictwie stosowany jest w celu ³agodzenia podra¿nieñ skóry. Do tych celów wykorzystuje siê maceraty, ekstrakty, syropy i œwie¿y sok.

Liœcie babki s¹ doskona³ym zagêszczaczem stosowanym w kosmetyce (m.in. balsamy i zestawy do krêcenia w³osów). Mo¿na go równie¿ znaleŸæ w leczeniu problematycznej skóry, leczeniu uk¹szeñ owadów. ";PLANTAGO LANCEOLATA LEAF EXTRACT;1;{Substancja aktywna, Ekstrakt}
320;Olej Sacha Inchi;1;"Olej ten jest pozyskiwany z orzeszków ziemnych Inków, które wystêpuj¹ g³ównie w peruwiañskich lasach deszczowych. Tradycyjnie olej miesza siê z m¹k¹ i nak³ada na skórê, a tak¿e przy bólach miêœni i chorobach reumatycznych. Olejek Sacha Inchi nadaje siê szczególnie do pielêgnacji cery zapalnej, suchej i dojrza³ej. Posiada silne w³aœciwoœci regeneruj¹ce i aktywuj¹ce komórki, zwiêksza metabolizm i elastycznoœæ skóry. Ponadto olejek wyg³adza zrogowacia³y naskórek i szybko siê wch³ania. W³aœciwoœci kosmetyczne: • Optymalna pielêgnacja skóry zapalnej lub suchej; • Silna regeneracja i aktywacja komórek, idealna dla skóry dojrza³ej; • Zwiêksza metabolizm i elastycznoœæ skóry; • Wyg³adza odciski; • Szybko siê wch³ania.";PLUKENETIA VOLUBILIS SEED OIL;1;{Emolient}
